1.87	38.07	0.05	9.47	
1.97	38.07	0.05	4.86	
2.08	38.07	0.05	1.68	
2.18	38.11	0.06	-0.64	
2.28	38.07	0.05	-2.38	
2.39	38.11	0.05	-3.73	
2.49	38.11	0.05	-4.81	
2.59	38.14	0.05	-5.68	
2.70	38.11	0.06	-6.41	
2.80	38.14	0.07	-7.02	
2.90	38.14	0.08	-7.54	
3.01	38.17	0.09	-8.00	
3.11	38.17	0.09	-8.40	
3.21	38.17	0.10	-8.77	
3.32	38.21	0.10	-9.10	
3.42	38.21	0.11	-9.42	
3.52	38.21	0.10	-9.71	
3.63	38.17	0.09	-10.00	
3.73	38.17	0.05	-10.28	
3.83	38.21	0.04	-10.56	
3.94	38.21	0.03	-10.84	
4.04	38.21	0.02	-11.13	
4.15	38.24	0.04	-11.42	
4.25	38.24	0.04	-11.73	
4.35	38.24	0.06	-12.04	
4.46	38.24	0.07	-12.38	
4.56	38.24	0.08	-12.74	
4.66	38.28	0.08	-13.12	
4.77	38.24	0.06	-13.53	
4.87	38.28	0.06	-13.98	
4.97	38.28	0.06	-14.46	
5.08	38.28	0.04	-14.99	
5.18	38.31	0.06	-15.58	
5.28	38.28	0.06	-16.23	
5.39	38.31	0.07	-16.96	
5.49	38.31	0.07	-17.77	
5.59	38.28	0.04	-18.70	
5.70	38.31	0.05	-19.75	
5.80	38.31	0.03	-20.96	
5.91	38.31	0.03	-22.37	
6.01	38.31	0.03	-10.76	
6.11	38.38	0.05	-7.13	
6.22	38.34	0.07	-4.96	
6.32	38.34	0.06	-3.43	
6.42	38.38	0.09	-2.28	
6.53	38.38	0.10	-1.39	
6.63	38.38	0.09	-0.73	
6.74	38.38	0.08	-0.26	
6.84	38.38	0.07	0.00	
6.94	38.41	0.07	0.00	
7.05	38.41	0.06	-0.00	
7.15	38.41	0.07	-0.00	
7.25	38.41	0.07	-0.00	
7.36	38.41	0.05	-0.00	
7.46	38.41	0.05	-0.00	
7.56	38.45	0.06	-0.00	
7.67	38.45	0.06	-0.00	
7.77	38.48	0.08	-0.00	
7.87	38.48	0.08	-0.00	
7.98	38.48	0.09	-0.00	
8.08	38.48	0.10	-0.00	
8.18	38.48	0.09	0.00	
8.29	38.48	0.08	0.00	
8.39	38.48	0.06	0.00	
8.50	38.48	0.03	0.00	
8.60	38.51	0.04	0.00	
8.70	38.51	0.03	0.00	
8.81	38.51	0.04	0.00	
8.91	38.51	0.05	0.00	
9.01	38.51	0.05	0.00	
9.12	38.55	0.07	0.00	
9.22	38.55	0.07	0.00	
9.32	38.55	0.07	0.00	
9.43	38.55	0.07	0.00	
9.53	38.58	0.07	0.00	
9.63	38.58	0.08	0.00	
9.74	38.62	0.10	0.00	
9.84	38.58	0.09	0.00	
9.94	38.62	0.10	0.00	
10.05	38.62	0.09	0.00	
10.15	38.58	0.07	0.00	
10.26	38.62	0.06	0.00	
10.36	38.62	0.05	0.00	
10.46	38.62	0.03	0.00	
10.56	38.65	0.04	0.00	
10.67	38.65	0.05	0.00	
10.77	38.65	0.07	0.00	
10.88	38.68	0.08	0.00	
10.98	38.65	0.08	0.00	
11.08	38.72	0.11	0.00	
11.19	38.68	0.09	0.00	
11.29	38.68	0.09	0.00	
11.40	38.68	0.07	0.00	
11.50	38.72	0.06	-0.00	
11.60	38.75	0.09	0.00	
11.71	38.72	0.08	0.00	
11.81	38.75	0.08	0.00	
11.91	38.75	0.09	0.00	
12.02	38.75	0.07	0.00	
12.12	38.75	0.09	0.00	
12.22	38.79	0.09	0.00	
12.33	38.79	0.09	0.00	
12.43	38.82	0.09	0.00	
12.53	38.82	0.09	0.00	
12.64	38.85	0.13	0.01	
12.74	38.85	0.13	0.01	
12.85	38.82	0.12	0.01	
12.95	38.85	0.11	0.01	
13.05	38.85	0.10	0.01	
13.16	38.89	0.09	0.01	
13.26	38.92	0.11	0.01	
13.36	38.89	0.09	0.01	
13.47	38.92	0.10	0.01	
13.57	38.92	0.10	0.01	
13.67	38.92	0.11	0.01	
13.78	38.99	0.14	0.01	
13.88	38.96	0.12	0.01	
13.98	38.96	0.11	0.01	
14.09	38.99	0.10	0.01	
14.19	39.02	0.12	0.01	
14.30	39.02	0.14	0.01	
14.40	39.02	0.13	0.01	
14.50	39.06	0.14	0.01	
14.61	39.09	0.15	0.01	
14.71	39.06	0.13	0.01	
14.81	39.09	0.15	0.01	
14.92	39.13	0.15	0.01	
15.02	39.13	0.14	0.02	
15.12	39.13	0.13	0.02	
15.23	39.16	0.14	0.02	
15.33	39.16	0.14	0.02	
15.44	39.16	0.12	0.02	
15.54	39.19	0.12	0.02	
15.64	39.19	0.13	0.02	
15.75	39.19	0.11	0.01	
15.85	39.23	0.11	0.01	
15.95	39.23	0.11	0.01	
16.06	39.26	0.13	0.01	
16.16	39.30	0.14	0.01	
16.26	39.30	0.15	0.01	
16.37	39.30	0.15	0.01	
16.47	39.33	0.16	0.01	
16.57	39.36	0.18	0.01	
16.68	39.36	0.18	0.01	
16.78	39.36	0.16	0.01	
16.89	39.36	0.15	0.01	
16.99	39.43	0.15	0.01	
17.09	39.43	0.15	0.01	
17.20	39.47	0.17	0.01	
17.30	39.47	0.18	0.01	
17.40	39.47	0.16	0.01	
17.51	39.50	0.16	0.01	
17.61	39.53	0.18	0.01	
17.71	39.53	0.18	0.01	
17.82	39.57	0.18	0.01	
17.92	39.57	0.16	0.01	
18.03	39.60	0.17	0.01	
18.13	39.63	0.19	0.02	
18.23	39.63	0.20	0.02	
18.34	39.63	0.19	0.02	
18.44	39.67	0.17	0.02	
18.54	39.70	0.18	0.02	
18.65	39.70	0.18	0.01	
18.75	39.70	0.16	0.01	
18.85	39.74	0.17	0.01	
18.96	39.74	0.15	0.01	
19.06	39.77	0.15	0.01	
19.17	39.84	0.19	0.01	
19.27	39.80	0.19	0.01	
19.37	39.87	0.20	0.01	
19.48	39.84	0.19	0.01	
19.58	39.87	0.20	0.01	
19.68	39.87	0.19	0.01	
19.79	39.94	0.20	0.01	
19.89	39.94	0.20	0.01	
20.00	39.97	0.19	0.01	
20.10	40.01	0.20	0.01	
20.20	40.01	0.22	0.01	
20.31	40.04	0.22	0.02	
20.41	40.08	0.25	0.02	
20.51	40.11	0.25	0.02	
20.62	40.14	0.26	0.02	
20.72	40.14	0.24	0.02	
20.82	40.14	0.24	0.02	
20.93	40.18	0.22	0.02	
21.03	40.18	0.20	0.02	
21.13	40.21	0.20	0.02	
21.24	40.25	0.19	0.01	
21.34	40.28	0.19	0.01	
21.45	40.31	0.20	0.01	
21.55	40.31	0.21	0.01	
21.65	40.35	0.24	0.01	
21.76	40.38	0.25	0.01	
21.86	40.38	0.24	0.02	
21.96	40.42	0.25	0.02	
22.07	40.45	0.24	0.02	
22.17	40.52	0.26	0.02	
22.28	40.52	0.26	0.02	
22.38	40.52	0.25	0.02	
22.48	40.52	0.24	0.02	
22.59	40.55	0.22	0.02	
22.69	40.59	0.22	0.02	
22.79	40.62	0.22	0.02	
22.90	40.62	0.20	0.01	
23.00	40.65	0.19	0.01	
23.10	40.69	0.19	0.01	
23.21	40.69	0.21	0.01	
23.31	40.76	0.25	0.01	
23.42	40.76	0.25	0.01	
23.52	40.82	0.27	0.01	
23.62	40.82	0.27	0.01	
23.73	40.86	0.27	0.01	
23.83	40.86	0.27	0.01	
23.93	40.93	0.28	0.01	
24.04	40.93	0.27	0.01	
24.14	40.96	0.27	0.01	
24.25	40.99	0.26	0.01	
24.35	41.03	0.27	0.01	
24.45	41.06	0.27	0.01	
24.56	41.06	0.27	0.01	
24.66	41.13	0.29	0.01	
24.76	41.13	0.29	0.01	
24.87	41.16	0.27	0.01	
24.97	41.20	0.28	0.01	
25.07	41.23	0.28	0.01	
25.18	41.27	0.28	0.01	
25.28	41.33	0.31	0.01	
25.38	41.33	0.31	0.01	
25.49	41.33	0.31	0.01	
25.59	41.40	0.30	0.02	
25.70	41.44	0.32	0.02	
25.80	41.44	0.30	0.02	
25.90	41.47	0.29	0.02	
26.01	41.50	0.28	0.02	
26.11	41.54	0.27	0.02	
26.21	41.57	0.27	0.02	
