1.83	1	1	255	27.02	0.00
1.93	1	1	255	26.99	0.00
2.03	1	1	255	27.02	0.02
2.13	1	1	255	27.02	0.02
2.23	1	1	255	27.02	0.03
2.33	1	1	255	27.02	0.00
2.43	1	1	255	27.05	0.06
2.53	1	1	255	27.05	0.03
2.63	1	1	255	27.02	0.03
2.72	1	1	255	27.05	0.03
2.82	1	1	255	27.05	0.03
2.92	1	1	255	27.05	0.07
3.02	1	1	255	27.09	0.07
3.12	1	1	255	27.05	0.03
3.22	1	1	255	27.05	0.03
3.32	1	1	255	27.05	0.03
3.42	1	1	255	27.09	0.03
3.52	1	1	255	27.09	0.03
3.62	1	1	255	27.09	0.07
3.72	1	1	255	27.12	0.07
3.81	1	1	255	27.09	0.03
3.91	1	1	255	27.09	0.03
4.01	1	1	255	27.09	0.00
4.11	1	1	255	27.12	0.07
4.21	1	1	255	27.12	0.07
4.31	1	1	255	27.12	0.07
4.41	1	1	255	27.12	0.03
4.51	1	1	255	27.12	0.03
4.61	1	1	255	27.12	0.03
4.71	1	1	255	27.12	0.00
4.80	1	1	255	27.16	0.07
4.91	1	1	255	27.12	0.03
5.00	1	1	255	27.16	0.07
5.10	1	1	255	27.16	0.03
5.20	1	1	255	27.16	0.03
5.30	1	1	255	27.16	0.03
5.40	1	1	255	27.12	0.00
5.50	1	1	255	27.12	0.00
5.60	1	1	255	27.16	0.03
5.70	1	1	255	27.16	0.03
5.80	1	1	255	27.16	0.00
5.90	1	1	255	27.16	0.03
5.99	1	1	255	27.19	0.03
6.09	1	1	255	27.19	0.03
6.19	1	1	255	27.19	0.03
6.29	1	1	255	27.19	0.03
6.39	1	1	255	27.19	0.07
6.49	1	1	255	27.19	0.07
6.59	1	1	255	27.19	0.03
6.69	1	1	255	27.19	0.03
6.79	1	1	255	27.19	0.03
6.89	1	1	255	27.19	0.03
6.99	1	1	255	27.22	0.03
7.09	1	1	255	27.22	0.03
7.18	1	1	255	27.22	0.03
7.28	1	1	255	27.16	-0.03
7.38	1	1	255	27.22	0.03
7.48	1	1	255	27.19	0.00
7.58	1	1	255	27.22	0.03
7.68	1	1	255	27.22	0.03
7.78	1	1	255	27.22	0.03
7.88	1	1	255	27.22	0.03
7.98	1	1	255	27.22	0.00
8.07	1	1	255	27.26	0.03
8.17	1	1	255	27.26	0.03
8.27	1	1	255	27.22	0.07
8.37	1	1	255	27.26	0.03
8.47	1	1	255	27.26	0.07
8.57	1	1	255	27.29	0.07
8.67	1	1	255	27.26	0.03
8.77	1	1	255	27.26	0.03
8.87	1	1	255	27.29	0.07
8.97	1	1	255	27.26	0.03
9.07	1	1	255	27.29	0.03
9.17	1	1	255	27.29	0.03
9.26	1	1	255	27.26	0.03
9.36	1	1	255	27.29	0.03
9.46	1	1	255	27.29	0.03
9.56	1	1	255	27.29	0.00
9.66	1	1	255	27.29	0.03
9.76	1	1	255	27.29	0.03
9.86	1	1	255	27.29	0.00
9.96	1	1	255	27.29	0.03
10.06	1	1	255	27.33	0.03
10.16	1	1	255	27.33	0.03
10.26	1	1	255	27.33	0.07
10.35	1	1	255	27.33	0.03
10.45	1	1	255	27.33	0.03
10.55	1	1	255	27.33	0.03
10.65	1	1	255	27.33	0.03
10.75	1	1	255	27.36	0.07
10.85	1	1	255	27.33	0.03
10.95	1	1	255	27.36	0.07
11.05	1	1	255	27.36	0.03
11.15	1	1	255	27.36	0.03
11.25	1	1	255	27.36	0.03
11.35	1	1	255	27.36	0.03
11.44	1	1	255	27.36	0.03
11.54	1	1	255	27.36	0.03
11.64	1	1	255	27.36	0.03
11.74	1	1	255	27.39	0.03
11.84	1	1	255	27.39	0.07
11.94	1	1	255	27.36	0.00
12.04	1	1	255	27.39	0.03
12.14	1	1	255	27.43	0.07
12.24	1	1	255	27.43	0.07
12.34	1	1	255	27.43	0.07
12.44	1	1	255	27.43	0.07
12.53	1	1	255	27.43	0.07
12.64	1	1	255	27.43	0.07
12.73	1	1	255	27.46	0.07
12.83	1	1	255	27.46	0.07
12.93	1	1	255	27.46	0.10
13.03	1	1	255	27.49	0.10
13.13	1	1	255	27.46	0.03
13.23	1	1	255	27.49	0.07
13.33	1	1	255	27.49	0.07
13.43	1	1	255	27.53	0.10
13.53	1	1	255	27.49	0.07
13.63	1	1	255	27.49	0.07
13.73	1	1	255	27.53	0.07
13.82	1	1	255	27.53	0.07
13.92	1	1	255	27.53	0.07
14.02	1	1	255	27.56	0.07
14.12	1	1	255	27.56	0.10
14.22	1	1	255	27.53	0.03
14.32	1	1	255	27.56	0.07
14.42	1	1	255	27.56	0.03
14.52	1	1	255	27.60	0.10
14.62	1	1	255	27.60	0.10
14.72	1	1	255	27.60	0.07
14.82	1	1	255	27.63	0.10
14.91	1	1	255	27.63	0.10
15.01	1	1	255	27.63	0.07
15.11	1	1	255	27.60	0.03
15.21	1	1	255	27.63	0.10
15.31	1	1	255	27.63	0.07
15.41	1	1	255	27.63	0.07
15.51	1	1	255	27.63	0.03
15.61	1	1	255	27.66	0.07
15.71	1	1	255	27.66	0.07
15.81	1	1	255	27.70	0.07
15.91	1	1	255	27.70	0.07
16.00	1	1	255	27.70	0.07
16.10	1	1	255	27.70	0.10
16.20	1	1	255	27.70	0.07
16.30	1	1	255	27.73	0.10
16.40	1	1	255	27.70	0.07
16.50	1	1	255	27.70	0.07
16.60	1	1	255	27.77	0.10
16.70	1	1	255	27.73	0.07
16.80	1	1	255	27.77	0.07
16.90	1	1	255	27.77	0.07
17.00	1	1	255	27.77	0.07
17.09	1	1	255	27.77	0.07
17.19	1	1	255	27.80	0.10
17.29	1	1	255	27.80	0.07
17.39	1	1	255	27.80	0.10
17.49	1	1	255	27.80	0.10
17.59	1	1	255	27.83	0.07
17.69	1	1	255	27.83	0.10
17.79	1	1	255	27.83	0.07
17.89	1	1	255	27.87	0.10
17.99	1	1	255	27.83	0.07
18.09	1	1	255	27.87	0.10
18.19	1	1	255	27.87	0.07
18.28	1	1	255	27.87	0.07
18.38	1	1	255	27.90	0.10
18.48	1	1	255	27.90	0.10
18.58	1	1	255	27.90	0.07
18.68	1	1	255	27.90	0.07
18.78	1	1	255	27.93	0.10
18.88	1	1	255	27.93	0.07
18.98	1	1	255	27.93	0.10
19.08	1	1	255	27.93	0.07
19.18	1	1	255	27.97	0.10
19.28	1	1	255	27.97	0.10
19.38	1	1	255	27.97	0.07
19.47	1	1	255	27.97	0.07
19.57	1	1	255	27.97	0.07
19.67	1	1	255	28.00	0.10
19.77	1	1	255	28.00	0.07
19.87	1	1	255	28.00	0.07
19.97	1	1	255	28.04	0.10
20.07	1	1	255	28.04	0.10
20.17	1	1	255	28.04	0.07
20.27	1	1	255	28.04	0.07
20.37	1	1	255	28.04	0.07
20.47	1	1	255	28.07	0.10
20.57	1	1	255	28.04	0.07
20.67	1	1	255	28.10	0.10
20.76	1	1	255	28.10	0.10
20.86	1	1	255	28.10	0.10
20.96	1	1	255	28.14	0.10
21.06	1	1	255	28.10	0.07
21.16	1	1	255	28.14	0.10
21.26	1	1	255	28.14	0.10
21.36	1	1	255	28.14	0.10
21.46	1	1	255	28.17	0.10
21.56	1	1	255	28.17	0.14
21.66	1	1	255	28.17	0.07
21.75	1	1	255	28.17	0.07
21.85	1	1	255	28.21	0.10
21.95	1	1	255	28.21	0.07
22.05	1	1	255	28.24	0.14
22.15	1	1	255	28.24	0.10
22.25	1	1	255	28.27	0.14
22.35	1	1	255	28.27	0.14
22.45	1	1	255	28.31	0.14
22.55	1	1	255	28.31	0.14
22.65	1	1	255	28.27	0.10
22.75	1	1	255	28.31	0.14
22.85	1	1	255	28.34	0.14
22.94	1	1	255	28.34	0.14
23.04	1	1	255	28.34	0.10
23.14	1	1	255	28.37	0.14
23.24	1	1	255	28.37	0.10
23.34	1	1	255	28.41	0.14
23.44	1	1	255	28.41	0.10
23.54	1	1	255	28.44	0.14
23.64	1	1	255	28.44	0.17
23.74	1	1	255	28.48	0.17
23.84	1	1	255	28.48	0.14
23.94	1	1	255	28.51	0.17
24.04	1	1	255	28.54	0.20
24.13	1	1	255	28.51	0.14
24.23	1	1	255	28.51	0.14
24.33	1	1	255	28.54	0.14
24.43	1	1	255	28.58	0.17
24.53	1	1	255	28.61	0.17
24.63	1	1	255	28.61	0.17
24.73	1	1	255	28.61	0.14
24.83	1	1	255	28.65	0.17
24.93	1	1	255	28.68	0.17
25.03	1	1	255	28.68	0.14
25.13	1	1	255	28.68	0.17
25.23	1	1	255	28.68	0.17
25.32	1	1	255	28.71	0.17
25.42	1	1	255	28.75	0.17
25.52	1	1	255	28.75	0.14
25.62	1	1	255	28.75	0.14
25.72	1	1	255	28.81	0.21
25.82	1	1	255	28.78	0.14
25.92	1	1	255	28.81	0.14
26.02	1	1	255	28.85	0.17
26.12	1	1	255	28.85	0.17
26.22	1	1	255	28.85	0.17
26.32	1	1	255	28.88	0.17
26.42	1	1	255	28.88	0.14
26.51	1	1	255	28.92	0.17
26.61	1	1	255	28.95	0.21
26.71	1	1	255	28.98	0.17
26.81	1	1	255	28.98	0.20
26.91	1	1	255	28.98	0.17
27.01	1	1	255	29.02	0.17
27.11	1	1	255	29.02	0.17
27.21	1	1	255	29.05	0.21
27.31	1	1	255	29.09	0.20
27.41	1	1	255	29.09	0.21
27.51	1	1	255	29.09	0.17
27.60	1	1	255	29.12	0.17
27.70	1	1	255	29.15	0.17
27.80	1	1	255	29.15	0.17
27.90	1	1	255	29.22	0.24
28.00	1	1	255	29.19	0.17
28.10	1	1	255	29.22	0.20
28.20	1	1	255	29.26	0.21
28.30	1	1	255	29.26	0.17
28.40	1	1	255	29.29	0.21
28.50	1	1	255	29.32	0.24
28.60	1	1	255	29.32	0.21
28.69	1	1	255	29.36	0.21
28.79	1	1	255	29.39	0.24
28.89	1	1	255	29.42	0.21
28.99	1	1	255	29.39	0.21
29.09	1	1	255	29.42	0.21
29.19	1	1	255	29.46	0.20
29.29	1	1	255	29.46	0.21
29.39	1	1	255	29.49	0.21
29.49	1	1	255	29.53	0.20
29.59	1	1	255	29.53	0.21
29.69	1	1	255	29.56	0.20
29.79	1	1	255	29.56	0.17
29.88	1	1	255	29.63	0.21
29.98	1	1	255	29.63	0.24
30.08	1	1	255	29.63	0.20
30.18	1	1	255	29.66	0.21
30.28	1	1	255	29.66	0.20
30.38	1	1	255	29.73	0.24
30.48	1	1	255	29.70	0.17
30.58	1	1	255	29.76	0.24
30.68	1	1	255	29.80	0.24
30.78	1	1	255	29.80	0.24
30.88	1	1	255	29.83	0.21
30.98	1	1	255	29.83	0.20
31.07	1	1	255	29.86	0.24
31.17	1	1	255	29.90	0.24
31.27	1	1	255	29.90	0.24
31.37	1	1	255	29.93	0.20
31.47	1	1	255	29.93	0.24
31.57	1	1	255	29.93	0.17
31.67	1	1	255	30.03	0.24
31.77	1	1	255	30.00	0.21
31.87	1	1	255	30.03	0.21
31.97	1	1	255	30.03	0.21
32.07	1	1	255	30.07	0.21
32.17	1	1	255	30.10	0.21
32.27	1	1	255	30.14	0.24
32.36	1	1	255	30.14	0.21
32.46	1	1	255	30.17	0.24
32.56	1	1	255	30.20	0.27
32.66	1	1	255	30.24	0.21
32.76	1	1	255	30.24	0.24
32.86	1	1	255	30.27	0.24
32.96	1	1	255	30.31	0.27
33.06	1	1	255	30.34	0.27
33.16	1	1	255	30.34	0.24
33.26	1	1	255	30.37	0.24
33.36	1	1	255	30.37	0.24
33.46	1	1	255	30.41	0.24
33.55	1	1	255	30.44	0.24
33.65	1	1	255	30.44	0.21
33.75	1	1	255	30.47	0.24
33.85	1	1	255	30.51	0.24
33.95	1	1	255	30.51	0.21
34.05	1	1	255	30.54	0.20
34.15	1	1	255	30.61	0.27
34.25	1	1	255	30.61	0.24
34.35	1	1	255	30.64	0.27
