37.06	1	33.08	0.15
37.24	1	33.12	0.15
37.42	1	33.15	0.15
37.60	1	33.19	0.15
37.78	1	33.22	0.17
37.96	1	33.25	0.17
38.14	1	33.29	0.19
38.32	1	33.32	0.17
38.50	1	33.32	0.15
38.67	1	33.39	0.17
38.85	1	33.39	0.17
39.03	1	33.46	0.19
39.21	1	33.46	0.17
39.39	1	33.53	0.19
39.57	1	33.56	0.19
39.75	1	33.63	0.21
39.93	1	33.66	0.21
40.11	1	33.69	0.21
40.28	1	33.69	0.21
40.46	1	33.73	0.19
40.64	1	33.76	0.21
40.82	1	33.80	0.19
41.00	1	33.86	0.23
41.18	1	33.86	0.19
41.36	1	33.93	0.21
41.54	1	33.97	0.19
41.72	1	34.00	0.19
41.89	1	34.03	0.19
42.07	1	34.10	0.23
42.25	1	34.10	0.21
42.43	1	34.17	0.23
42.61	1	34.20	0.23
42.79	1	34.24	0.21
42.97	1	34.27	0.23
43.15	1	34.34	0.23
43.33	1	34.34	0.21
43.50	1	34.41	0.23
43.68	1	34.41	0.21
43.86	1	34.47	0.21
44.04	1	34.51	0.23
44.22	1	34.54	0.21
44.40	1	34.58	0.21
44.58	1	34.64	0.23
44.76	1	34.68	0.23
44.94	1	34.75	0.23
45.11	1	34.78	0.25
45.29	1	34.85	0.25
45.47	1	34.88	0.27
45.65	1	34.95	0.27
45.83	1	34.98	0.27
46.01	1	34.98	0.25
46.19	1	35.09	0.28
46.37	1	35.12	0.27
46.54	1	35.15	0.27
46.72	1	35.19	0.25
46.90	1	35.26	0.27
47.08	1	35.29	0.25
47.26	1	35.36	0.27
47.44	1	35.39	0.25
47.62	1	35.46	0.27
47.80	1	35.53	0.30
47.98	1	35.59	0.28
48.15	1	35.63	0.28
48.33	1	35.66	0.28
48.51	1	35.70	0.28
48.69	1	35.76	0.28
48.87	1	35.83	0.30
49.05	1	35.90	0.30
49.23	1	35.93	0.30
49.41	1	36.00	0.30
49.59	1	36.04	0.28
49.76	1	36.10	0.28
49.94	1	36.14	0.28
50.12	1	36.21	0.30
50.30	1	36.27	0.32
50.48	1	36.31	0.30
50.66	1	36.38	0.30
50.84	1	36.41	0.28
51.02	1	36.48	0.30
51.20	1	36.54	0.30
51.38	1	36.61	0.32
51.55	1	36.65	0.30
51.73	1	36.71	0.32
51.91	1	36.82	0.34
52.09	1	36.85	0.32
52.27	1	36.95	0.36
52.45	1	36.99	0.34
52.63	1	37.09	0.38
52.81	1	37.09	0.34
52.98	1	37.16	0.34
53.16	1	37.22	0.34
53.34	1	37.29	0.36
53.52	1	37.36	0.36
53.70	1	37.39	0.32
53.88	1	37.46	0.34
54.06	1	37.56	0.34
54.24	1	37.60	0.34
54.42	1	37.70	0.34
54.59	1	37.73	0.36
54.77	1	37.80	0.36
54.95	1	37.87	0.36
55.13	1	37.97	0.38
55.31	1	38.04	0.38
55.49	1	38.11	0.40
55.67	1	38.17	0.40
55.85	1	38.24	0.38
56.03	1	38.31	0.40
56.20	1	38.34	0.36
56.38	1	38.45	0.40
56.56	1	38.51	0.40
56.74	1	38.58	0.40
56.92	1	38.65	0.38
57.10	1	38.72	0.38
57.28	1	38.82	0.40
57.46	1	38.85	0.38
57.63	1	38.96	0.40
57.81	1	39.02	0.40
57.99	1	39.13	0.44
58.17	1	39.19	0.42
58.35	1	39.26	0.42
58.53	1	39.33	0.42
58.71	1	39.43	0.44
58.89	1	39.50	0.44
59.07	1	39.60	0.44
59.24	1	39.63	0.44
59.42	1	39.74	0.44
59.60	1	39.80	0.44
59.78	1	39.91	0.44
59.96	1	39.97	0.44
60.14	1	40.04	0.44
60.32	1	40.11	0.44
60.50	1	40.18	0.42
60.68	1	40.28	0.44
60.85	1	40.38	0.44
61.03	1	40.45	0.46
61.21	1	40.52	0.44
61.39	1	40.62	0.46
61.57	1	40.69	0.44
61.75	1	40.79	0.46
61.93	1	40.86	0.46
62.11	1	40.93	0.46
62.29	1	41.03	0.47
62.47	1	41.10	0.46
62.64	1	41.20	0.46
62.82	1	41.27	0.46
63.00	1	41.33	0.46
63.18	1	41.44	0.46
63.36	1	41.54	0.47
63.54	1	41.61	0.46
63.72	1	41.67	0.46
63.90	1	41.78	0.47
64.07	1	41.84	0.46
64.25	1	41.95	0.48
64.43	1	42.01	0.46
64.61	1	42.12	0.48
64.79	1	42.22	0.49
64.97	1	42.32	0.49
65.15	1	42.39	0.48
65.33	1	42.49	0.49
65.50	1	42.59	0.51
65.68	1	42.69	0.51
65.86	1	42.76	0.51
66.04	1	42.90	0.53
66.22	1	43.00	0.55
66.40	1	43.03	0.51
66.58	1	43.17	0.53
66.76	1	43.24	0.51
66.94	1	43.34	0.53
67.11	1	43.44	0.53
67.29	1	43.51	0.51
67.47	1	43.65	0.53
67.65	1	43.75	0.55
67.83	1	43.85	0.53
68.01	1	43.95	0.53
68.19	1	44.05	0.57
68.37	1	44.16	0.55
68.55	1	44.26	0.57
68.72	1	44.36	0.57
68.90	1	44.46	0.57
69.08	1	44.56	0.59
69.26	1	44.70	0.59
69.44	1	44.80	0.59
69.62	1	44.91	0.59
69.80	1	45.01	0.59
69.98	1	45.11	0.59
70.16	1	45.21	0.59
70.33	1	45.35	0.61
70.51	1	45.42	0.59
70.69	1	45.52	0.59
70.87	1	45.65	0.61
71.05	1	45.76	0.59
71.23	1	45.86	0.59
71.41	1	45.96	0.59
71.59	1	46.10	0.61
71.77	1	46.20	0.61
71.94	1	46.33	0.63
72.12	1	46.40	0.59
72.30	1	46.54	0.63
72.48	1	46.67	0.65
72.66	1	46.78	0.63
72.84	1	46.91	0.65
73.02	1	47.02	0.65
73.20	1	47.12	0.65
73.37	1	47.25	0.65
73.55	1	47.36	0.65
73.73	1	47.49	0.65
73.91	1	47.59	0.67
74.09	1	47.73	0.67
74.27	1	47.87	0.67
74.45	1	47.97	0.67
74.63	1	48.11	0.67
74.81	1	48.17	0.65
74.98	1	48.34	0.69
75.16	1	48.45	0.67
75.34	1	48.58	0.69
75.52	1	48.68	0.67
75.70	1	48.82	0.69
75.88	1	48.92	0.67
76.06	1	49.06	0.67
76.24	1	49.20	0.69
76.42	1	49.30	0.67
76.59	1	49.43	0.70
76.77	1	49.54	0.67
76.95	1	49.71	0.70
77.13	1	49.81	0.69
77.31	1	49.94	0.70
77.49	1	50.08	0.70
77.67	1	50.18	0.71
77.85	1	50.32	0.70
78.03	1	50.42	0.69
78.20	1	50.56	0.71
78.38	1	50.66	0.69
78.56	1	50.83	0.72
78.74	1	50.97	0.71
78.92	1	51.07	0.70
79.10	1	51.21	0.71
79.28	1	51.34	0.71
79.46	1	51.44	0.70
79.64	1	51.58	0.71
79.81	1	51.72	0.72
79.99	1	51.85	0.72
80.17	1	51.99	0.74
80.35	1	52.09	0.71
80.53	1	52.26	0.72
80.71	1	52.40	0.74
80.89	1	52.54	0.74
81.07	1	52.64	0.72
81.25	1	52.77	0.74
81.43	1	52.91	0.74
81.60	1	53.05	0.74
81.78	1	53.15	0.72
81.96	1	53.32	0.74
82.14	1	53.42	0.74
82.32	1	53.63	0.76
82.50	1	53.73	0.74
82.68	1	53.90	0.76
82.86	1	54.00	0.76
83.04	1	54.14	0.76
83.21	1	54.31	0.78
83.39	1	54.45	0.78
83.57	1	54.58	0.80
83.75	1	54.72	0.78
83.93	1	54.89	0.82
84.11	1	55.03	0.78
84.29	1	55.16	0.80
84.46	1	55.30	0.78
84.64	1	55.50	0.84
84.82	1	55.61	0.82
85.00	1	55.74	0.80
85.18	1	55.95	0.84
85.36	1	56.08	0.84
85.54	1	56.22	0.84
85.72	1	56.36	0.82
85.90	1	56.49	0.82
86.07	1	56.63	0.82
86.25	1	56.80	0.84
86.43	1	56.94	0.80
86.61	1	57.08	0.82
86.79	1	57.25	0.84
86.97	1	57.38	0.80
87.15	1	57.55	0.82
87.33	1	57.66	0.80
87.51	1	57.86	0.84
87.69	1	58.00	0.84
87.86	1	58.17	0.86
88.04	1	58.30	0.84
88.22	1	58.44	0.84
88.40	1	58.58	0.84
88.58	1	58.78	0.86
88.76	1	58.92	0.86
88.94	1	59.06	0.84
89.12	1	59.19	0.86
89.29	1	59.36	0.84
89.47	1	59.50	0.84
89.65	1	59.64	0.82
89.83	1	59.81	0.84
90.01	1	59.98	0.86
90.19	1	60.15	0.88
90.37	1	60.29	0.84
90.55	1	60.46	0.86
90.73	1	60.59	0.86
90.90	1	60.73	0.86
91.08	1	60.94	0.88
91.26	1	61.07	0.88
91.44	1	61.28	0.92
91.62	1	61.42	0.90
91.80	1	61.55	0.88
91.98	1	61.76	0.90
92.16	1	61.89	0.90
92.34	1	62.06	0.90
92.51	1	62.24	0.92
92.69	1	62.37	0.92
92.87	1	62.58	0.92
93.05	1	62.72	0.92
93.23	1	62.92	0.92
93.41	1	63.06	0.92
93.59	1	63.23	0.94
93.77	1	63.40	0.92
93.94	1	63.57	0.94
94.12	1	63.74	0.94
94.30	1	63.88	0.92
94.48	1	64.05	0.94
94.66	1	64.25	0.94
94.84	1	64.39	0.94
95.02	1	64.56	0.92
95.20	1	64.70	0.92
95.38	1	64.91	0.94
95.55	1	65.08	0.94
95.73	1	65.25	0.94
95.91	1	65.38	0.92
96.09	1	65.56	0.94
96.27	1	65.76	0.96
96.45	1	65.90	0.92
96.63	1	66.07	0.94
96.81	1	66.24	0.94
96.99	1	66.41	0.96
97.16	1	66.58	0.94
97.34	1	66.72	0.92
97.52	1	66.93	0.94
97.70	1	67.06	0.94
97.88	1	67.27	0.96
98.06	1	67.41	0.92
98.24	1	67.61	0.96
98.42	1	67.78	0.96
98.60	1	67.95	0.96
98.78	1	68.12	0.96
98.95	1	68.30	0.96
99.13	1	68.47	0.98
99.31	1	68.64	0.96
99.49	1	68.81	0.98
99.67	1	68.95	0.94
99.85	1	69.12	0.96
100.03	1	69.32	0.96
100.21	1	69.50	0.96
100.38	1	69.67	0.96
100.56	1	69.87	0.98
100.74	1	70.04	0.98
100.92	1	70.22	0.98
101.10	1	70.39	0.98
101.28	1	70.56	0.98
101.46	1	70.73	1.00
101.64	1	70.90	1.00
101.82	1	71.07	0.98
102.00	1	71.24	0.98
102.17	1	71.45	1.00
102.35	1	71.62	0.98
102.53	1	71.83	1.00
102.71	1	72.00	1.00
102.89	1	72.14	0.98
103.07	1	72.31	0.98
103.25	1	72.51	1.00
103.43	1	72.69	1.00
103.61	1	72.89	1.02
103.78	1	73.06	1.02
103.96	1	73.20	0.98
104.14	1	73.41	1.00
104.32	1	73.58	0.98
104.50	1	73.78	1.00
104.68	1	73.92	1.00
104.86	1	74.09	1.00
105.04	1	74.30	1.00
105.22	1	74.47	1.00
105.39	1	74.61	0.96
105.57	1	74.81	0.98
105.75	1	75.02	1.02
105.93	1	75.19	1.00
106.11	1	75.36	1.00
106.29	1	75.53	0.98
106.47	1	75.71	1.00
106.65	1	75.88	1.00
106.83	1	76.05	0.98
107.00	1	76.26	1.00
107.18	1	76.43	1.02
107.36	1	76.60	1.00
107.54	1	76.77	0.98
107.72	1	76.94	0.98
107.90	1	77.15	1.00
108.08	1	77.32	1.00
108.26	1	77.53	1.02
108.44	1	77.73	1.04
108.61	1	77.87	1.02
108.79	1	78.04	1.00
108.97	1	78.21	1.00
109.15	1	78.42	1.02
109.33	1	78.59	1.02
109.51	1	78.80	1.04
109.69	1	78.97	1.02
109.87	1	79.14	1.02
110.05	1	79.35	1.02
110.22	1	79.49	0.98
110.40	1	79.73	1.04
110.58	1	79.90	1.04
110.76	1	80.07	1.04
110.94	1	80.24	1.02
111.12	1	80.45	1.04
111.30	1	80.66	1.04
111.48	1	80.83	1.04
111.66	1	81.00	1.04
111.84	1	81.21	1.04
112.01	1	81.38	1.06
112.19	1	81.62	1.06
112.37	1	81.79	1.06
112.55	1	81.96	1.06
112.73	1	82.17	1.08
112.91	1	82.38	1.08
113.09	1	82.58	1.08
113.27	1	82.75	1.08
113.44	1	82.93	1.08
113.62	1	83.10	1.06
113.80	1	83.30	1.08
113.98	1	83.51	1.06
114.16	1	83.72	1.08
114.34	1	83.89	1.08
114.52	1	84.10	1.08
114.70	1	84.27	1.06
114.88	1	84.48	1.06
115.06	1	84.68	1.08
115.23	1	84.85	1.08
115.41	1	85.10	1.12
115.59	1	85.27	1.10
115.77	1	85.47	1.10
115.95	1	85.65	1.08
116.13	1	85.85	1.10
116.31	1	86.06	1.10
116.49	1	86.27	1.12
116.67	1	86.44	1.10
116.84	1	86.65	1.10
117.02	1	86.89	1.14
117.20	1	87.02	1.08
117.38	1	87.23	1.10
117.56	1	87.40	1.08
117.74	1	87.65	1.12
117.92	1	87.85	1.12
118.10	1	88.02	1.10
118.28	1	88.23	1.10
118.46	1	88.40	1.10
118.63	1	88.61	1.10
118.81	1	88.82	1.08
118.99	1	88.99	1.10
119.17	1	89.20	1.10
119.35	1	89.40	1.12
119.53	1	89.58	1.08
119.71	1	89.78	1.08
119.89	1	89.99	1.10
120.07	1	90.20	1.10
120.25	1	90.37	1.10
