9.06	32.88	-0.00	-5.13	
9.17	32.88	0.00	-3.39	
9.27	32.91	0.02	-2.35	
9.38	32.88	0.01	-1.63	
9.48	32.88	0.01	-1.09	
9.58	32.88	0.01	-0.67	
9.69	32.88	0.01	-0.35	
9.79	32.88	0.01	-0.13	
9.89	32.88	0.01	0.00	
10.00	32.91	0.01	0.00	
10.10	32.91	0.02	0.00	
10.20	32.88	0.01	0.00	
10.31	32.91	0.03	0.00	
10.41	32.91	0.04	0.00	
10.52	32.91	0.04	0.00	
10.62	32.91	0.04	0.00	
10.72	32.91	0.03	0.00	
10.82	32.91	0.02	0.00	
10.93	32.95	0.03	0.00	
11.03	32.91	0.03	0.00	
11.14	32.91	0.03	0.01	
11.24	32.95	0.02	0.01	
11.34	32.91	0.02	0.01	
11.45	32.91	0.01	0.01	
11.55	32.95	0.02	0.01	
11.65	32.91	0.01	0.00	
11.76	32.91	-0.01	0.00	
11.86	32.95	0.00	0.00	
11.96	32.95	0.02	0.00	
12.07	32.95	0.03	0.00	
12.17	32.91	0.01	0.00	
12.27	32.95	0.03	0.00	
12.38	32.95	0.02	0.00	
12.48	32.95	0.02	0.00	
12.59	32.95	0.03	0.00	
12.69	32.98	0.04	0.00	
12.79	32.98	0.04	0.00	
12.90	32.95	0.03	0.00	
13.00	32.95	0.03	0.00	
13.10	32.98	0.04	0.00	
13.21	32.95	0.01	0.00	
13.31	32.95	0.00	0.00	
13.41	32.95	-0.01	0.00	
13.52	32.98	-0.00	0.00	
13.62	32.98	-0.00	0.00	
13.72	32.98	0.02	0.00	
13.83	32.95	0.02	0.00	
13.93	32.98	0.02	0.00	
14.04	32.98	0.02	0.00	
14.14	32.95	0.02	0.00	
14.24	32.95	-0.00	-0.00	
14.35	32.98	-0.00	-0.00	
14.45	32.98	-0.01	-0.00	
14.55	32.98	0.00	-0.00	
14.66	32.98	0.01	-0.00	
14.76	32.98	0.03	-0.00	
14.86	33.02	0.03	-0.00	
14.97	32.98	0.04	-0.00	
15.07	32.98	0.04	-0.00	
15.17	32.98	0.02	-0.00	
15.28	32.98	0.00	-0.00	
15.38	32.98	-0.00	-0.00	
15.49	33.02	0.01	-0.00	
15.59	32.98	0.00	-0.00	
15.69	32.98	-0.00	-0.00	
15.80	32.98	-0.01	-0.00	
15.90	32.98	0.00	-0.00	
16.00	33.02	0.02	-0.00	
16.11	32.98	0.01	-0.00	
16.21	32.98	0.00	-0.00	
16.31	32.98	-0.01	-0.00	
16.42	32.98	-0.02	-0.00	
16.52	33.02	0.02	-0.00	
16.62	33.02	0.03	-0.00	
16.73	33.02	0.03	-0.00	
16.83	33.02	0.03	-0.00	
16.93	33.02	0.03	-0.00	
17.04	33.02	0.05	-0.00	
17.14	33.02	0.04	-0.00	
17.25	33.05	0.05	0.00	
17.35	33.05	0.05	0.00	
17.45	33.05	0.04	0.00	
17.56	33.05	0.05	0.00	
17.66	33.02	0.03	0.00	
17.76	33.05	0.03	0.00	
17.87	33.05	0.03	0.00	
17.97	33.05	0.03	0.00	
18.07	33.05	0.02	0.00	
18.18	33.05	0.00	0.00	
18.28	33.05	0.01	0.01	
18.38	33.08	0.03	0.01	
18.49	33.05	0.03	0.01	
18.59	33.05	0.03	0.00	
18.70	33.08	0.02	0.00	
18.80	33.08	0.03	0.00	
18.90	33.08	0.04	0.00	
19.01	33.05	0.02	0.00	
19.11	33.08	0.03	0.00	
19.21	33.08	0.02	0.01	
19.32	33.08	0.02	0.00	
19.42	33.12	0.05	0.01	
19.52	33.08	0.03	0.00	
19.63	33.12	0.03	0.00	
