6.40	1	2	1	255	26.92	0.09	0.06	
6.50	1	2	1	255	26.88	0.06	0.04	
6.60	1	2	1	255	26.92	0.06	0.03	
6.70	1	2	1	255	26.92	0.06	0.01	
6.80	1	2	1	255	26.92	0.04	-0.02	
6.90	1	2	1	255	26.95	0.06	-0.03	
7.00	1	2	1	255	26.92	0.06	-0.03	
7.11	1	2	1	255	26.95	0.07	-0.02	
7.21	1	2	1	255	26.95	0.07	-0.02	
7.31	1	2	1	255	26.95	0.06	-0.01	
7.41	1	2	1	255	26.95	0.06	0.01	
7.51	1	2	1	255	26.95	0.04	-0.00	
7.61	1	2	1	255	26.95	0.04	-0.01	
7.71	1	2	1	255	26.95	0.03	-0.02	
7.81	1	2	1	255	26.99	0.03	-0.04	
7.91	1	2	1	255	26.99	0.05	-0.04	
8.01	1	2	1	255	27.02	0.06	-0.02	
8.12	1	2	1	255	27.02	0.08	0.00	
8.22	1	2	1	255	27.02	0.09	0.03	
8.32	1	2	1	255	27.02	0.10	0.06	
8.42	1	2	1	255	27.02	0.09	0.08	
8.52	1	2	1	255	27.05	0.10	0.09	
8.62	1	2	1	255	27.05	0.09	0.08	
8.72	1	2	1	255	27.05	0.08	0.05	
8.82	1	2	1	255	27.05	0.07	0.02	
8.93	1	2	1	255	27.05	0.05	-0.02	
9.03	1	2	1	255	27.09	0.07	-0.04	
9.13	1	2	1	255	27.05	0.06	-0.05	
9.23	1	2	1	255	27.09	0.06	-0.05	
9.33	1	2	1	255	27.05	0.04	-0.06	
9.43	1	2	1	255	27.09	0.03	-0.07	
9.53	1	2	1	255	27.09	0.04	-0.06	
9.63	1	2	1	255	27.09	0.04	-0.04	
9.73	1	2	1	255	27.09	0.04	-0.04	
9.84	1	2	1	255	27.09	0.03	-0.03	
9.94	1	2	1	255	27.12	0.04	-0.03	
10.04	1	2	1	255	27.12	0.06	-0.01	
10.14	1	2	1	255	27.16	0.08	0.02	
10.24	1	2	1	255	27.12	0.08	0.05	
10.34	1	2	1	255	27.16	0.08	0.06	
10.44	1	2	1	255	27.16	0.09	0.07	
10.54	1	2	1	255	27.16	0.09	0.07	
10.65	1	2	1	255	27.16	0.08	0.07	
10.75	1	2	1	255	27.16	0.06	0.04	
10.85	1	2	1	255	27.19	0.06	0.01	
10.95	1	2	1	255	27.19	0.06	-0.01	
11.05	1	2	1	255	27.19	0.06	-0.03	
11.15	1	2	1	255	27.19	0.07	-0.03	
11.25	1	2	1	255	27.19	0.05	-0.04	
11.35	1	2	1	255	27.19	0.05	-0.04	
11.45	1	2	1	255	27.22	0.06	-0.03	
11.56	1	2	1	255	27.19	0.05	-0.02	
11.66	1	2	1	255	27.19	0.03	-0.03	
11.76	1	2	1	255	27.26	0.04	-0.03	
11.86	1	2	1	255	27.26	0.07	-0.01	
11.96	1	2	1	255	27.22	0.06	-0.00	
12.06	1	2	1	255	27.26	0.08	0.01	
12.16	1	2	1	255	27.26	0.08	0.03	
12.26	1	2	1	255	27.29	0.10	0.05	
12.36	1	2	1	255	27.26	0.08	0.05	
12.47	1	2	1	255	27.26	0.08	0.06	
12.57	1	2	1	255	27.29	0.07	0.04	
12.67	1	2	1	255	27.29	0.04	0.01	
12.77	1	2	1	255	27.33	0.07	-0.01	
12.87	1	2	1	255	27.29	0.07	-0.01	
12.97	1	2	1	255	27.33	0.07	-0.02	
13.07	1	2	1	255	27.33	0.07	-0.02	
13.17	1	2	1	255	27.33	0.07	-0.02	
13.28	1	2	1	255	27.33	0.08	0.00	
13.38	1	2	1	255	27.33	0.06	0.00	
13.48	1	2	1	255	27.33	0.04	-0.01	
13.58	1	2	1	255	27.36	0.05	-0.01	
13.68	1	2	1	255	27.36	0.05	-0.04	
13.78	1	2	1	255	27.36	0.06	-0.03	
13.88	1	2	1	255	27.39	0.07	-0.02	
13.98	1	2	1	255	27.36	0.06	-0.01	
14.09	1	2	1	255	27.39	0.08	0.00	
14.19	1	2	1	255	27.39	0.08	0.02	
14.29	1	2	1	255	27.43	0.10	0.05	
14.39	1	2	1	255	27.39	0.08	0.05	
14.49	1	2	1	255	27.43	0.07	0.04	
14.59	1	2	1	255	27.46	0.10	0.04	
14.69	1	2	1	255	27.43	0.09	0.03	
14.79	1	2	1	255	27.46	0.09	0.02	
14.90	1	2	1	255	27.46	0.10	0.03	
15.00	1	2	1	255	27.46	0.08	0.01	
15.10	1	2	1	255	27.49	0.09	0.01	
15.20	1	2	1	255	27.49	0.09	0.01	
15.30	1	2	1	255	27.46	0.08	0.01	
15.40	1	2	1	255	27.53	0.08	-0.00	
15.50	1	2	1	255	27.53	0.09	-0.01	
15.60	1	2	1	255	27.49	0.09	-0.01	
15.71	1	2	1	255	27.53	0.08	-0.02	
15.81	1	2	1	255	27.56	0.09	-0.01	
15.91	1	2	1	255	27.53	0.08	-0.00	
16.01	1	2	1	255	27.53	0.06	-0.02	
16.11	1	2	1	255	27.56	0.07	-0.02	
16.21	1	2	1	255	27.60	0.10	-0.00	
16.31	1	2	1	255	27.56	0.06	-0.01	
16.41	1	2	1	255	27.56	0.07	-0.02	
16.51	1	2	1	255	27.60	0.08	-0.01	
16.61	1	2	1	255	27.60	0.07	-0.01	
16.72	1	2	1	255	27.63	0.08	-0.01	
16.82	1	2	1	255	27.63	0.11	0.02	
16.92	1	2	1	255	27.63	0.10	0.03	
17.02	1	2	1	255	27.66	0.10	0.03	
17.12	1	2	1	255	27.66	0.11	0.04	
17.22	1	2	1	255	27.66	0.12	0.06	
17.32	1	2	1	255	27.70	0.13	0.06	
17.42	1	2	1	255	27.70	0.12	0.05	
17.52	1	2	1	255	27.66	0.09	0.04	
17.63	1	2	1	255	27.70	0.08	-0.00	
17.73	1	2	1	255	27.73	0.09	-0.02	
17.83	1	2	1	255	27.73	0.09	-0.02	
17.93	1	2	1	255	27.73	0.08	-0.04	
18.03	1	2	1	255	27.77	0.10	-0.04	
18.13	1	2	1	255	27.73	0.09	-0.04	
18.23	1	2	1	255	27.77	0.09	-0.03	
18.33	1	2	1	255	27.80	0.11	0.00	
18.44	1	2	1	255	27.80	0.13	0.03	
18.54	1	2	1	255	27.83	0.13	0.05	
18.64	1	2	1	255	27.83	0.13	0.05	
18.74	1	2	1	255	27.83	0.13	0.05	
18.84	1	2	1	255	27.83	0.13	0.05	
18.94	1	2	1	255	27.87	0.13	0.04	
19.04	1	2	1	255	27.87	0.13	0.04	
19.14	1	2	1	255	27.87	0.10	0.02	
19.25	1	2	1	255	27.90	0.10	-0.02	
19.35	1	2	1	255	27.90	0.10	-0.03	
19.45	1	2	1	255	27.93	0.11	-0.03	
19.55	1	2	1	255	27.90	0.11	-0.03	
19.65	1	2	1	255	27.97	0.13	-0.02	
19.75	1	2	1	255	27.93	0.12	-0.01	
19.85	1	2	1	255	27.93	0.10	-0.01	
19.95	1	2	1	255	28.00	0.12	0.00	
20.06	1	2	1	255	27.97	0.11	0.02	
20.16	1	2	1	255	28.00	0.11	0.01	
20.26	1	2	1	255	28.00	0.11	0.00	
20.36	1	2	1	255	28.04	0.12	-0.00	
20.46	1	2	1	255	28.07	0.15	0.02	
20.56	1	2	1	255	28.07	0.14	0.02	
20.66	1	2	1	255	28.07	0.16	0.05	
20.76	1	2	1	255	28.07	0.15	0.06	
20.87	1	2	1	255	28.10	0.13	0.04	
20.97	1	2	1	255	28.10	0.14	0.05	
21.07	1	2	1	255	28.10	0.12	0.02	
21.17	1	2	1	255	28.14	0.12	-0.00	
21.27	1	2	1	255	28.14	0.10	-0.03	
21.37	1	2	1	255	28.17	0.11	-0.06	
21.47	1	2	1	255	28.14	0.11	-0.06	
21.57	1	2	1	255	28.17	0.11	-0.06	
21.67	1	2	1	255	28.21	0.12	-0.03	
21.78	1	2	1	255	28.21	0.12	-0.02	
21.88	1	2	1	255	28.21	0.12	-0.01	
21.98	1	2	1	255	28.27	0.15	0.03	
22.08	1	2	1	255	28.27	0.15	0.05	
22.18	1	2	1	255	28.27	0.16	0.07	
22.28	1	2	1	255	28.27	0.15	0.07	
22.38	1	2	1	255	28.27	0.15	0.06	
22.48	1	2	1	255	28.31	0.13	0.04	
22.59	1	2	1	255	28.34	0.14	0.02	
22.69	1	2	1	255	28.34	0.14	0.01	
22.79	1	2	1	255	28.37	0.15	-0.00	
22.89	1	2	1	255	28.37	0.13	-0.02	
22.99	1	2	1	255	28.37	0.14	-0.02	
23.09	1	2	1	255	28.37	0.14	-0.02	
23.19	1	2	1	255	28.41	0.14	-0.01	
23.29	1	2	1	255	28.44	0.15	0.00	
23.40	1	2	1	255	28.44	0.14	0.01	
23.50	1	2	1	255	28.48	0.14	0.00	
23.60	1	2	1	255	28.48	0.15	0.01	
23.70	1	2	1	255	28.51	0.16	0.01	
23.80	1	2	1	255	28.54	0.19	0.04	
23.90	1	2	1	255	28.54	0.20	0.06	
24.00	1	2	1	255	28.58	0.21	0.08	
24.10	1	2	1	255	28.58	0.19	0.08	
24.20	1	2	1	255	28.58	0.17	0.07	
24.31	1	2	1	255	28.61	0.18	0.06	
24.41	1	2	1	255	28.61	0.16	0.03	
24.51	1	2	1	255	28.68	0.18	0.00	
24.61	1	2	1	255	28.65	0.16	-0.03	
24.71	1	2	1	255	28.68	0.15	-0.05	
24.81	1	2	1	255	28.71	0.17	-0.05	
24.91	1	2	1	255	28.71	0.17	-0.04	
25.01	1	2	1	255	28.71	0.17	-0.02	
25.12	1	2	1	255	28.75	0.17	-0.00	
25.22	1	2	1	255	28.75	0.15	-0.00	
25.32	1	2	1	255	28.75	0.14	-0.01	
25.42	1	2	1	255	28.81	0.14	-0.03	
25.52	1	2	1	255	28.81	0.17	-0.01	
25.62	1	2	1	255	28.85	0.17	-0.01	
25.72	1	2	1	255	28.85	0.17	-0.01	
25.82	1	2	1	255	28.88	0.19	0.02	
25.92	1	2	1	255	28.88	0.20	0.04	
26.03	1	2	1	255	28.92	0.20	0.05	
26.13	1	2	1	255	28.92	0.19	0.07	
26.23	1	2	1	255	28.95	0.19	0.07	
26.33	1	2	1	255	28.95	0.16	0.03	
26.43	1	2	1	255	28.98	0.17	0.01	
26.53	1	2	1	255	29.02	0.18	-0.01	
26.63	1	2	1	255	29.05	0.20	-0.00	
26.73	1	2	1	255	29.05	0.20	-0.00	
26.84	1	2	1	255	29.09	0.22	0.02	
26.94	1	2	1	255	29.09	0.21	0.03	
27.04	1	2	1	255	29.12	0.22	0.05	
27.14	1	2	1	255	29.12	0.20	0.05	
27.24	1	2	1	255	29.15	0.20	0.05	
27.34	1	2	1	255	29.19	0.20	0.03	
27.44	1	2	1	255	29.19	0.19	-0.00	
27.54	1	2	1	255	29.22	0.19	-0.02	
27.65	1	2	1	255	29.26	0.21	-0.02	
27.75	1	2	1	255	29.26	0.21	-0.02	
27.85	1	2	1	255	29.29	0.22	-0.00	
27.95	1	2	1	255	29.29	0.21	0.00	
28.05	1	2	1	255	29.32	0.21	0.02	
28.15	1	2	1	255	29.36	0.21	0.02	
28.25	1	2	1	255	29.36	0.20	0.02	
28.35	1	2	1	255	29.39	0.21	0.02	
28.45	1	2	1	255	29.42	0.21	0.01	
28.56	1	2	1	255	29.46	0.23	0.01	
28.66	1	2	1	255	29.46	0.23	0.02	
28.76	1	2	1	255	29.49	0.24	0.02	
28.86	1	2	1	255	29.53	0.25	0.04	
28.96	1	2	1	255	29.53	0.24	0.05	
29.06	1	2	1	255	29.53	0.21	0.03	
29.16	1	2	1	255	29.56	0.21	0.02	
29.26	1	2	1	255	29.59	0.20	-0.01	
29.37	1	2	1	255	29.63	0.20	-0.03	
29.47	1	2	1	255	29.63	0.20	-0.05	
29.57	1	2	1	255	29.63	0.19	-0.06	
29.67	1	2	1	255	29.66	0.18	-0.06	
29.77	1	2	1	255	29.70	0.19	-0.06	
29.87	1	2	1	255	29.70	0.20	-0.04	
29.97	1	2	1	255	29.73	0.20	-0.02	
30.07	1	2	1	255	29.73	0.18	-0.02	
30.18	1	2	1	255	29.80	0.20	-0.01	
30.28	1	2	1	255	29.83	0.22	0.01	
30.38	1	2	1	255	29.83	0.24	0.04	
30.48	1	2	1	255	29.86	0.26	0.07	
30.58	1	2	1	255	29.90	0.26	0.09	
30.68	1	2	1	255	29.90	0.26	0.09	
30.78	1	2	1	255	29.93	0.26	0.09	
30.88	1	2	1	255	29.93	0.24	0.08	
30.99	1	2	1	255	29.97	0.23	0.06	
31.09	1	2	1	255	30.00	0.21	0.01	
31.19	1	2	1	255	30.00	0.20	-0.04	
31.29	1	2	1	255	30.03	0.21	-0.06	
31.39	1	2	1	255	30.10	0.23	-0.06	
31.49	1	2	1	255	30.10	0.24	-0.05	
31.59	1	2	1	255	30.14	0.26	-0.01	
31.69	1	2	1	255	30.14	0.26	0.01	
31.80	1	2	1	255	30.17	0.26	0.05	
31.90	1	2	1	255	30.17	0.24	0.05	
32.00	1	2	1	255	30.24	0.25	0.06	
32.10	1	2	1	255	30.24	0.25	0.05	
32.20	1	2	1	255	30.27	0.23	0.02	
32.30	1	2	1	255	30.31	0.23	-0.01	
32.40	1	2	1	255	30.31	0.24	-0.02	
32.50	1	2	1	255	30.34	0.24	-0.03	
32.61	1	2	1	255	30.37	0.25	-0.02	
32.71	1	2	1	255	30.41	0.26	-0.00	
32.81	1	2	1	255	30.44	0.27	0.02	
32.91	1	2	1	255	30.44	0.25	0.02	
33.01	1	2	1	255	30.47	0.26	0.03	
33.11	1	2	1	255	30.47	0.24	0.03	
33.21	1	2	1	255	30.51	0.24	0.01	
33.31	1	2	1	255	30.54	0.24	-0.00	
33.42	1	2	1	255	30.58	0.24	-0.02	
33.52	1	2	1	255	30.58	0.22	-0.04	
33.62	1	2	1	255	30.64	0.24	-0.04	
33.72	1	2	1	255	30.64	0.25	-0.03	
33.82	1	2	1	255	30.68	0.26	-0.00	
33.92	1	2	1	255	30.71	0.27	0.02	
34.02	1	2	1	255	30.75	0.29	0.05	
34.12	1	2	1	255	30.78	0.29	0.07	
34.22	1	2	1	255	30.78	0.28	0.07	
34.33	1	2	1	255	30.81	0.27	0.07	
34.43	1	2	1	255	30.81	0.26	0.05	
34.53	1	2	1	255	30.85	0.24	0.01	
34.63	1	2	1	255	30.88	0.24	-0.02	
34.73	1	2	1	255	30.91	0.24	-0.05	
34.83	1	2	1	255	30.95	0.24	-0.06	
34.93	1	2	1	255	30.95	0.24	-0.07	
35.03	1	2	1	255	31.02	0.26	-0.05	
35.13	1	2	1	255	31.02	0.27	-0.01	
35.24	1	2	1	255	31.05	0.28	0.01	
35.34	1	2	1	255	31.08	0.29	0.05	
35.44	1	2	1	255	31.12	0.29	0.07	
35.54	1	2	1	255	31.15	0.29	0.07	
35.64	1	2	1	255	31.15	0.28	0.06	
35.74	1	2	1	255	31.22	0.29	0.06	
35.84	1	2	1	255	31.25	0.31	0.06	
35.95	1	2	1	255	31.25	0.29	0.03	
36.05	1	2	1	255	31.29	0.30	0.03	
36.15	1	2	1	255	31.36	0.31	0.03	
36.25	1	2	1	255	31.36	0.31	0.03	
36.35	1	2	1	255	31.36	0.29	0.02	
36.45	1	2	1	255	31.39	0.27	-0.00	
36.55	1	2	1	255	31.42	0.27	-0.02	
36.65	1	2	1	255	31.49	0.27	-0.04	
36.76	1	2	1	255	31.52	0.29	-0.04	
36.86	1	2	1	255	31.52	0.30	-0.02	
36.96	1	2	1	255	31.56	0.29	-0.02	
37.06	1	2	1	255	31.59	0.29	-0.01	
37.16	1	2	1	255	31.63	0.32	0.02	
37.26	1	2	1	255	31.66	0.33	0.05	
37.36	1	2	1	255	31.69	0.32	0.06	
37.46	1	2	1	255	31.73	0.31	0.06	
37.56	1	2	1	255	31.73	0.28	0.03	
37.67	1	2	1	255	31.80	0.30	0.01	
37.77	1	2	1	255	31.83	0.32	0.01	
37.87	1	2	1	255	31.86	0.33	0.02	
37.97	1	2	1	255	31.93	0.35	0.03	
38.07	1	2	1	255	31.90	0.33	0.03	
38.17	1	2	1	255	31.97	0.34	0.03	
38.27	1	2	1	255	32.00	0.34	0.05	
38.37	1	2	1	255	32.03	0.34	0.06	
38.47	1	2	1	255	32.07	0.35	0.06	
38.58	1	2	1	255	32.10	0.33	0.03	
38.68	1	2	1	255	32.10	0.31	-0.00	
38.78	1	2	1	255	32.14	0.30	-0.03	
38.88	1	2	1	255	32.20	0.31	-0.05	
38.98	1	2	1	255	32.20	0.32	-0.04	
39.08	1	2	1	255	32.27	0.31	-0.04	
39.18	1	2	1	255	32.30	0.33	-0.04	
39.29	1	2	1	255	32.34	0.34	-0.02	
39.39	1	2	1	255	32.34	0.33	0.00	
39.49	1	2	1	255	32.37	0.33	0.02	
39.59	1	2	1	255	32.41	0.33	0.03	
39.69	1	2	1	255	32.47	0.33	0.04	
39.79	1	2	1	255	32.51	0.33	0.02	
39.89	1	2	1	255	32.54	0.35	0.02	
39.99	1	2	1	255	32.58	0.34	0.02	
40.10	1	2	1	255	32.61	0.35	0.02	
40.20	1	2	1	255	32.64	0.37	0.03	
40.30	1	2	1	255	32.64	0.36	0.04	
40.40	1	2	1	255	32.71	0.35	0.04	
40.50	1	2	1	255	32.75	0.34	0.03	
40.60	1	2	1	255	32.81	0.35	0.02	
40.70	1	2	1	255	32.85	0.37	0.02	
40.80	1	2	1	255	32.85	0.36	0.01	
40.90	1	2	1	255	32.91	0.38	0.02	
41.01	1	2	1	255	32.95	0.39	0.03	
41.11	1	2	1	255	32.98	0.39	0.04	
41.21	1	2	1	255	33.02	0.39	0.05	
41.31	1	2	1	255	33.08	0.39	0.06	
41.41	1	2	1	255	33.12	0.39	0.06	
41.51	1	2	1	255	33.15	0.39	0.04	
41.61	1	2	1	255	33.19	0.40	0.03	
41.71	1	2	1	255	33.19	0.39	0.02	
41.82	1	2	1	255	33.25	0.37	-0.00	
41.92	1	2	1	255	33.29	0.37	-0.02	
42.02	1	2	1	255	33.32	0.36	-0.03	
42.12	1	2	1	255	33.36	0.35	-0.05	
42.22	1	2	1	255	33.39	0.34	-0.06	
42.32	1	2	1	255	33.46	0.36	-0.06	
42.42	1	2	1	255	33.49	0.38	-0.04	
42.52	1	2	1	255	33.56	0.41	-0.01	
42.63	1	2	1	255	33.56	0.42	0.04	
42.73	1	2	1	255	33.63	0.41	0.07	
42.83	1	2	1	255	33.66	0.42	0.09	
42.93	1	2	1	255	33.69	0.42	0.10	
43.03	1	2	1	255	33.73	0.41	0.10	
43.13	1	2	1	255	33.80	0.42	0.08	
43.23	1	2	1	255	33.80	0.39	0.03	
43.33	1	2	1	255	33.86	0.39	-0.00	
43.44	1	2	1	255	33.90	0.39	-0.03	
43.54	1	2	1	255	33.93	0.40	-0.04	
43.64	1	2	1	255	33.97	0.38	-0.04	
43.74	1	2	1	255	34.03	0.40	-0.04	
43.84	1	2	1	255	34.07	0.41	-0.02	
43.94	1	2	1	255	34.10	0.41	-0.01	
44.04	1	2	1	255	34.14	0.40	0.00	
44.14	1	2	1	255	34.20	0.42	0.03	
44.25	1	2	1	255	34.24	0.42	0.03	
44.35	1	2	1	255	34.27	0.42	0.04	
44.45	1	2	1	255	34.31	0.42	0.03	
44.55	1	2	1	255	34.34	0.40	0.03	
44.65	1	2	1	255	34.37	0.38	-0.00	
44.75	1	2	1	255	34.47	0.41	-0.00	
44.85	1	2	1	255	34.47	0.41	-0.00	
44.95	1	2	1	255	34.51	0.41	-0.01	
45.06	1	2	1	255	34.58	0.41	-0.02	
45.16	1	2	1	255	34.61	0.42	-0.00	
45.26	1	2	1	255	34.68	0.44	0.02	
45.36	1	2	1	255	34.68	0.43	0.04	
45.46	1	2	1	255	34.71	0.42	0.04	
45.56	1	2	1	255	34.78	0.41	0.03	
45.66	1	2	1	255	34.81	0.39	-0.00	
45.76	1	2	1	255	34.88	0.43	0.00	
45.87	1	2	1	255	34.92	0.43	0.01	
45.97	1	2	1	255	34.98	0.44	0.01	
46.07	1	2	1	255	35.05	0.47	0.02	
46.17	1	2	1	255	35.09	0.49	0.05	
46.27	1	2	1	255	35.12	0.51	0.09	
46.37	1	2	1	255	35.19	0.51	0.13	
46.47	1	2	1	255	35.19	0.48	0.12	
46.57	1	2	1	255	35.26	0.47	0.11	
46.67	1	2	1	255	35.29	0.45	0.05	
46.78	1	2	1	255	35.36	0.45	0.02	
46.88	1	2	1	255	35.39	0.43	-0.03	
46.98	1	2	1	255	35.42	0.42	-0.08	
47.08	1	2	1	255	35.46	0.42	-0.10	
47.18	1	2	1	255	35.53	0.43	-0.10	
47.28	1	2	1	255	35.56	0.43	-0.09	
47.38	1	2	1	255	35.63	0.46	-0.04	
47.48	1	2	1	255	35.63	0.43	-0.03	
47.59	1	2	1	255	35.70	0.43	-0.01	
47.69	1	2	1	255	35.73	0.42	-0.01	
47.79	1	2	1	255	35.80	0.44	0.01	
47.89	1	2	1	255	35.87	0.47	0.03	
47.99	1	2	1	255	35.90	0.47	0.04	
48.09	1	2	1	255	35.97	0.48	0.05	
48.19	1	2	1	255	36.00	0.50	0.07	
48.29	1	2	1	255	36.07	0.51	0.08	
48.40	1	2	1	255	36.10	0.53	0.11	
48.50	1	2	1	255	36.14	0.50	0.11	
48.60	1	2	1	255	36.21	0.50	0.09	
48.70	1	2	1	255	36.27	0.50	0.06	
48.80	1	2	1	255	36.31	0.49	0.03	
48.90	1	2	1	255	36.34	0.49	0.01	
49.00	1	2	1	255	36.41	0.49	-0.01	
49.10	1	2	1	255	36.44	0.49	-0.03	
49.21	1	2	1	255	36.51	0.49	-0.04	
49.31	1	2	1	255	36.54	0.49	-0.03	
49.41	1	2	1	255	36.58	0.48	-0.02	
49.51	1	2	1	255	36.65	0.47	-0.03	
49.61	1	2	1	255	36.71	0.48	-0.02	
49.71	1	2	1	255	36.78	0.51	0.00	
49.81	1	2	1	255	36.82	0.52	0.02	
49.91	1	2	1	255	36.88	0.53	0.04	
50.02	1	2	1	255	36.92	0.53	0.06	
50.12	1	2	1	255	36.95	0.52	0.06	
50.22	1	2	1	255	37.02	0.53	0.06	
50.32	1	2	1	255	37.09	0.53	0.07	
50.42	1	2	1	255	37.12	0.51	0.05	
50.52	1	2	1	255	37.19	0.51	0.02	
50.62	1	2	1	255	37.22	0.50	-0.02	
50.72	1	2	1	255	37.29	0.51	-0.03	
50.83	1	2	1	255	37.36	0.53	-0.02	
50.93	1	2	1	255	37.43	0.56	0.00	
51.03	1	2	1	255	37.43	0.54	0.02	
51.13	1	2	1	255	37.53	0.54	0.03	
51.23	1	2	1	255	37.56	0.54	0.04	
51.33	1	2	1	255	37.63	0.55	0.06	
51.43	1	2	1	255	37.66	0.54	0.05	
51.53	1	2	1	255	37.73	0.54	0.04	
51.63	1	2	1	255	37.77	0.52	0.01	
51.74	1	2	1	255	37.87	0.54	-0.01	
51.84	1	2	1	255	37.90	0.54	-0.01	
51.94	1	2	1	255	37.97	0.57	0.01	
52.04	1	2	1	255	38.04	0.57	0.02	
52.14	1	2	1	255	38.07	0.57	0.03	
52.24	1	2	1	255	38.14	0.58	0.04	
52.34	1	2	1	255	38.17	0.57	0.05	
52.44	1	2	1	255	38.24	0.56	0.05	
52.54	1	2	1	255	38.31	0.56	0.04	
52.65	1	2	1	255	38.34	0.54	0.01	
52.75	1	2	1	255	38.41	0.54	-0.02	
52.85	1	2	1	255	38.48	0.55	-0.03	
52.95	1	2	1	255	38.51	0.54	-0.04	
53.05	1	2	1	255	38.58	0.56	-0.03	
53.15	1	2	1	255	38.62	0.54	-0.03	
53.25	1	2	1	255	38.72	0.57	-0.01	
53.36	1	2	1	255	38.75	0.56	0.00	
53.46	1	2	1	255	38.82	0.57	0.02	
53.56	1	2	1	255	38.85	0.57	0.03	
53.66	1	2	1	255	38.92	0.56	0.02	
53.76	1	2	1	255	38.99	0.57	0.02	
53.86	1	2	1	255	39.06	0.58	0.03	
53.96	1	2	1	255	39.09	0.57	0.03	
54.06	1	2	1	255	39.16	0.58	0.03	
54.17	1	2	1	255	39.23	0.57	0.01	
54.27	1	2	1	255	39.26	0.57	0.01	
54.37	1	2	1	255	39.33	0.57	0.01	
54.47	1	2	1	255	39.43	0.60	0.02	
54.57	1	2	1	255	39.47	0.59	0.03	
54.67	1	2	1	255	39.53	0.60	0.03	
54.77	1	2	1	255	39.60	0.61	0.04	
54.87	1	2	1	255	39.63	0.61	0.05	
54.97	1	2	1	255	39.70	0.60	0.05	
55.08	1	2	1	255	39.77	0.60	0.05	
55.18	1	2	1	255	39.84	0.61	0.04	
55.28	1	2	1	255	39.87	0.59	0.02	
55.38	1	2	1	255	39.94	0.57	-0.01	
55.48	1	2	1	255	40.01	0.59	-0.02	
55.58	1	2	1	255	40.08	0.59	-0.03	
55.68	1	2	1	255	40.11	0.58	-0.04	
55.78	1	2	1	255	40.18	0.59	-0.03	
55.88	1	2	1	255	40.25	0.59	-0.02	
55.99	1	2	1	255	40.31	0.59	-0.02	
56.09	1	2	1	255	40.38	0.60	-0.00	
56.19	1	2	1	255	40.45	0.62	0.03	
56.29	1	2	1	255	40.48	0.61	0.04	
56.39	1	2	1	255	40.55	0.61	0.03	
56.49	1	2	1	255	40.59	0.59	0.02	
56.59	1	2	1	255	40.65	0.59	0.02	
56.70	1	2	1	255	40.76	0.60	0.01	
56.80	1	2	1	255	40.82	0.61	0.00	
56.90	1	2	1	255	40.86	0.60	-0.00	
57.00	1	2	1	255	40.93	0.61	-0.01	
57.10	1	2	1	255	41.03	0.64	0.01	
57.20	1	2	1	255	41.06	0.65	0.04	
57.30	1	2	1	255	41.13	0.66	0.07	
57.40	1	2	1	255	41.16	0.64	0.08	
