1.87	147.65	0.03	36.77	
1.97	147.76	0.04	18.87	
2.08	147.76	0.05	6.49	
2.18	147.79	0.06	-2.51	
2.28	147.79	0.07	-9.28	
2.39	147.79	0.08	-14.54	
2.49	147.83	0.10	-18.72	
2.59	147.79	0.11	-22.11	
2.70	147.83	0.13	-24.92	
2.80	147.83	0.14	-27.29	
2.91	147.86	0.10	-29.32	
3.01	147.83	0.08	-31.10	
3.11	147.83	0.06	-32.68	
3.22	147.86	0.06	-34.10	
3.32	147.86	0.06	-35.41	
3.42	147.86	0.06	-36.63	
3.53	147.86	0.06	-37.78	
3.63	147.86	0.04	-38.90	
3.73	147.90	0.05	-39.99	
3.84	147.86	0.04	-41.07	
3.94	147.90	0.06	-42.15	
4.04	147.93	0.08	-43.25	
4.15	147.90	0.06	-44.39	
4.25	147.90	0.06	-45.57	
4.35	147.90	0.05	-46.80	
4.46	147.90	0.04	-48.10	
4.56	147.90	0.03	-49.48	
4.67	147.97	0.05	-50.96	
4.77	147.97	0.07	-52.56	
4.87	147.93	0.05	-54.29	
4.98	147.93	0.05	-56.17	
5.08	147.93	0.06	-58.24	
5.18	147.93	0.05	-60.51	
5.29	147.97	0.05	-63.04	
5.39	147.93	0.03	-65.85	
5.49	147.97	0.02	-69.02	
5.60	147.97	0.01	-72.59	
5.70	147.97	0.03	-76.67	
5.80	147.97	0.05	-81.37	
5.91	147.97	0.05	-86.83	
6.01	147.97	0.04	-41.79	
6.12	147.97	0.03	-27.71	
6.22	147.97	0.01	-19.27	
6.32	147.97	0.02	-13.34	
6.43	147.97	0.00	-8.87	
6.53	147.97	0.00	-5.43	
6.63	147.97	0.00	-2.84	
6.74	147.97	0.00	-1.02	
6.84	148.00	0.02	-0.01	
6.95	148.00	0.03	-0.01	
7.05	148.00	0.04	-0.01	
7.15	147.97	0.03	-0.02	
7.26	148.00	0.04	-0.02	
7.36	147.97	0.02	-0.02	
7.46	148.00	0.02	-0.02	
7.57	147.97	0.00	-0.02	
7.67	147.93	-0.04	-0.02	
